an_id,platforms,logsource,channel,dc_id,dc_name 
AN1169,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1170,Linux,NSM:Flow,"ftp.log, conn.log",DC0085,Network Traffic Content
AN1170,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1171,macOS,macos:osquery,socket_events,DC0078,Network Traffic Flow
AN1171,macOS,macos:unifiedlog,log stream --predicate,DC0064,Command Execution
AN1172,ESXi,NSM:Flow,mirror/SPAN port,DC0085,Network Traffic Content
AN1172,ESXi,esxi:shell,/root/.ash_history,DC0064,Command Execution
AN1173,Network Devices,NSM:Flow,"ftp.log, conn.log, smb_files.log",DC0085,Network Traffic Content
AN1174,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1175,Linux,auditd:PATH,write: File modifications to /etc/systemd/sleep.conf or related power configuration files,DC0061,File Modification
AN1175,Linux,auditd:SYSCALL,"execve: Execution of systemctl, loginctl, or systemd-inhibit commands related to sleep/hibernate",DC0064,Command Execution
AN1176,macOS,macos:unifiedlog,"Process creation events where command line = pmset with arguments affecting sleep, hibernatemode, displaysleep",DC0032,Process Creation
AN1176,macOS,macos:unifiedlog,write: File modification to com.apple.PowerManagement.plist or related system preference files,DC0061,File Modification
AN1177,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1177,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1177,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0066,Active Directory Object Modification
AN1177,Windows,WinEventLog:Security,"EventCode=4663, 4656, 4658",DC0059,File Metadata
AN1177,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1177,Windows,WinEventLog:WMI,"EventCode=5857, 5858, 5860, 5861",DC0008,WMI Creation
AN1178,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1178,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1179,Linux,auditd:SYSCALL,socket/connect,DC0078,Network Traffic Flow
AN1179,Linux,linux:syslog,Multiple NXDOMAIN responses and high entropy domains,DC0085,Network Traffic Content
AN1180,macOS,macos:unifiedlog,High entropy domain queries with multiple NXDOMAINs,DC0078,Network Traffic Flow
AN1180,macOS,macos:unifiedlog,Unexpected apps performing repeated DNS lookups,DC0032,Process Creation
AN1181,ESXi,esxi:syslog,Frequent DNS queries with high entropy names or NXDOMAIN results,DC0078,Network Traffic Flow
AN1182,Windows,WinEventLog:Security,"EventCode=4800, 4801",DC0088,Logon Session Metadata
AN1182,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1182,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1183,Linux,auditd:SYSCALL,"Reads of ~/.bash_history, ~/.mozilla, or access to /dev/input",DC0055,File Access
AN1183,Linux,auditd:SYSCALL,"Execution of xev, xdotool, or input activity emulators",DC0064,Command Execution
AN1184,macOS,macos:unifiedlog,"Execution of input detection APIs (e.g., CGEventSourceKeyState)",DC0021,OS API Execution
AN1184,macOS,macos:unifiedlog,Access to ~/Library/Safari/Bookmarks.plist or recent files,DC0055,File Access
AN1185,Windows,WinEventLog:Security,EventCode=4697,DC0060,Service Creation
AN1185,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1185,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1185,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1186,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1186,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1186,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1186,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN1187,IaaS,AWS:CloudTrail,CreateSnapshot,DC0057,Snapshot Creation
AN1187,IaaS,AWS:CloudTrail,DescribeSnapshots,DC0062,Snapshot Metadata
AN1188,IaaS,AWS:CloudTrail,Ingress rule creation or modification for security group,DC0051,Firewall Rule Modification
AN1188,IaaS,AWS:CloudTrail,Removal of restrictive egress rules from a security group,DC0043,Firewall Disable
AN1189,Windows,NSM:Flow,SSL/TLS Inspection or PCAP,DC0085,Network Traffic Content
AN1189,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1190,Linux,NSM:Flow,"conn.log, ssl.log",DC0085,Network Traffic Content
AN1190,Linux,auditd:SYSCALL,connect/sendto,DC0082,Network Connection Creation
AN1191,macOS,macos:osquery,"process_events, socket_events",DC0082,Network Connection Creation
AN1191,macOS,macos:unifiedlog,process + network activity,DC0085,Network Traffic Content
AN1192,ESXi,esxi:vmkernel,network activity,DC0082,Network Connection Creation
AN1192,ESXi,vpxd.log,API communication,DC0078,Network Traffic Flow
AN1193,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1193,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1194,Network Devices,networkdevice:cli,command logging,DC0064,Command Execution
AN1195,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1195,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1195,Windows,WinEventLog:System,EventCode=7040,DC0065,Service Modification
AN1196,Linux,auditd:PATH,mount target path within /proc/*,DC0039,File Creation
AN1196,Linux,auditd:SYSCALL,mount system call with bind or remap flags,DC0021,OS API Execution
AN1196,Linux,linux:osquery,process metadata mismatch between /proc and runtime attributes,DC0034,Process Metadata
AN1197,macOS,macos:fsevents,"/Library/StartupItems/, ~/Library/LaunchAgents/",DC0039,File Creation
AN1197,macOS,macos:unifiedlog,launchservices or loginwindow events,DC0032,Process Creation
AN1198,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN1198,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1198,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1199,Linux,auditd:EXECVE,execve,DC0032,Process Creation
AN1199,Linux,auditd:SYSCALL,open/read,DC0055,File Access
AN1200,macOS,macos:unifiedlog,access to keychain database,DC0055,File Access
AN1200,macOS,macos:unifiedlog,execution of security or osascript,DC0032,Process Creation
AN1201,IaaS,AWS:CloudTrail,GetSecretValue,DC0083,Cloud Service Enumeration
AN1201,IaaS,AWS:CloudTrail,Decrypt,DC0021,OS API Execution
AN1202,Windows,m365:messagetrace,AuthenticationDetails=fail OR SPF=fail OR DKIM=fail OR DMARC=fail,DC0038,Application Log Content
AN1203,Linux,linux:syslog,SPF fail OR DKIM fail OR DMARC fail OR mismatched from_domain vs return_path_domain,DC0038,Application Log Content
AN1204,macOS,macos:unifiedlog,SPF fail OR DKIM fail OR DMARC fail OR mismatched header vs envelope domains,DC0038,Application Log Content
AN1205,Office Suite,saas:email,AuthenticationFailures (SPF/DKIM/DMARC) OR Domain Mismatch,DC0038,Application Log Content
AN1206,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1206,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1206,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN1206,Windows,etw:Microsoft-Windows-Kernel-File,ZwSetEaFile or ZwQueryEaFile function calls,DC0021,OS API Execution
AN1207,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1207,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1207,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1207,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1207,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1207,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1208,macOS,fs:fsusage,write or chmod to ~/Library/LaunchAgents/*.plist,DC0039,File Creation
AN1208,macOS,fs:fsusage,modification of existing LaunchAgents plist,DC0061,File Modification
AN1208,macOS,macos:osquery,detection of new launch agents with suspicious paths or unsigned binaries,DC0060,Service Creation
AN1208,macOS,macos:unifiedlog,launchctl load or boot-time plist registration,DC0064,Command Execution
AN1209,Linux,auditd:PATH,"creation of .so files in non-standard directories (e.g., /tmp, /home/*)",DC0039,File Creation
AN1209,Linux,auditd:SYSCALL,execve with LD_PRELOAD or linker-related environment variables set,DC0032,Process Creation
AN1209,Linux,linux:osquery,process environment variables containing LD_PRELOAD,DC0034,Process Metadata
AN1210,macOS,macos:unifiedlog,execution of process with DYLD_INSERT_LIBRARIES set,DC0032,Process Creation
AN1210,macOS,macos:unifiedlog,create/modify dylib in monitored directories,DC0061,File Modification
AN1210,macOS,macos:unifiedlog,loading of unexpected dylibs compared to historical baselines,DC0016,Module Load
AN1211,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1211,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN1211,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1211,Windows,WinEventLog:System,EventCode=7045,DC0060,Service Creation
AN1212,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0061,File Modification
AN1212,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1212,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1212,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1213,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1213,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1213,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1214,Linux,auditd:FILE,create: Creation of files with anomalous headers and entropy levels in /tmp or user directories,DC0039,File Creation
AN1214,Linux,auditd:SYSCALL,execve: Execution of interpreters creating archive-like outputs without calling tar/gzip,DC0064,Command Execution
AN1214,Linux,linux:osquery,Detection of bitwise operations or custom encryption functions in memory traces,DC0020,Process Modification
AN1215,macOS,macos:unifiedlog,Suspicious Swift/Objective-C or scripting processes writing archive-like outputs,DC0032,Process Creation
AN1215,macOS,macos:unifiedlog,Creation of files with anomalous headers and entropy values,DC0039,File Creation
AN1215,macOS,macos:unifiedlog,Abnormal memory operations (XOR/bitwise loops) during archive generation,DC0020,Process Modification
AN1216,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1216,Windows,WinEventLog:Sysmon,EventCode=23,DC0040,File Deletion
AN1217,Linux,auditd:SYSCALL,PATH,DC0061,File Modification
AN1218,macOS,macos:osquery,file_events,DC0061,File Modification
AN1218,macOS,macos:unifiedlog,log stream,DC0064,Command Execution
AN1219,Network Devices,networkdevice:syslog,command audit,DC0064,Command Execution
AN1220,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1220,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1220,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1220,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1221,Windows,WinEventLog:Security,EventCode=4698,DC0001,Scheduled Job Creation
AN1221,Windows,WinEventLog:Security,EventCode=4702,DC0012,Scheduled Job Modification
AN1221,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1221,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1221,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1222,Windows,WinEventLog:CodeIntegrity,EventCode=3033,DC0061,File Modification
AN1222,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1222,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1223,Linux,auditd:SYSCALL,fork/clone/daemon syscall tracing,DC0021,OS API Execution
AN1223,Linux,auditd:SYSCALL,execve of re-parented process,DC0032,Process Creation
AN1224,macOS,fs:fsusage,Detached process execution with no associated parent,DC0021,OS API Execution
AN1224,macOS,macos:unifiedlog,Process creation with parent PID of 1 (launchd),DC0032,Process Creation
AN1225,Windows,NSM:Flow,"http, dns, smb, ssl logs",DC0085,Network Traffic Content
AN1225,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1226,Linux,NSM:Flow,"dns, ssl, conn",DC0085,Network Traffic Content
AN1226,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1227,macOS,macos:osquery,socket_events,DC0078,Network Traffic Flow
AN1227,macOS,macos:unifiedlog,log stream,DC0064,Command Execution
AN1228,Network Devices,NSM:Flow,"conn.log, http.log, dns.log, ssl.log",DC0085,Network Traffic Content
AN1229,Windows,NSM:Connections,Outbound Connection,DC0078,Network Traffic Flow
AN1229,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1229,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1230,Linux,NSM:Flow,Connection Tracking,DC0078,Network Traffic Flow
AN1230,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1231,macOS,NSM:Firewall,pf firewall logs,DC0078,Network Traffic Flow
AN1231,macOS,NSM:Flow,connection attempts,DC0082,Network Connection Creation
AN1231,macOS,macos:unifiedlog,None,DC0032,Process Creation
AN1232,ESXi,NSM:Flow,conn.log,DC0082,Network Connection Creation
AN1232,ESXi,esxi:shell,None,DC0064,Command Execution
AN1232,ESXi,esxi:vmkernel,None,DC0078,Network Traffic Flow
AN1233,Network Devices,NSM:Firewall,Policy Change / Rule Update,DC0051,Firewall Rule Modification
AN1233,Network Devices,NSM:Flow,Flow Creation (NetFlow/sFlow),DC0078,Network Traffic Flow
AN1233,Network Devices,networkdevice:cli,Interface commands,DC0064,Command Execution
AN1234,Linux,auditd:SYSCALL,"open, read",DC0055,File Access
AN1234,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1235,Windows,WinEventLog:Security,EventCode=4720,DC0014,User Account Creation
AN1235,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1236,Linux,auditd:SYSCALL,useradd or adduser executed,DC0014,User Account Creation
AN1236,Linux,auditd:SYSCALL,write operation on /etc/passwd or /etc/shadow,DC0061,File Modification
AN1237,macOS,macos:unifiedlog,dscl -create,DC0064,Command Execution
AN1237,macOS,macos:unifiedlog,modification to /var/db/dslocal/nodes/Default/users/,DC0061,File Modification
AN1238,ESXi,esxi:vmkernel,esxcli system account add,DC0064,Command Execution
AN1239,Containers,ebpf:syscalls,useradd or /etc/passwd modified inside container,DC0064,Command Execution
AN1240,Network Devices,networkdevice:syslog,username <user> privilege <level>,DC0014,User Account Creation
AN1241,Linux,auditd:SYSCALL,"ptrace, mmap, mprotect, open, dlopen",DC0021,OS API Execution
AN1241,Linux,auditd:file-events,open of suspicious .so from non-standard paths,DC0016,Module Load
AN1241,Linux,auditd:memprotect,change from PROT_READ|PROT_WRITE to PROT_EXEC,DC0020,Process Modification
AN1241,Linux,linux:osquery,child process invoking dynamic linker post-ptrace,DC0032,Process Creation
AN1242,IaaS,AWS:CloudTrail,RunInstances,DC0080,Instance Start
AN1242,IaaS,AWS:CloudTrail,DescribeInstances,DC0086,Instance Metadata
AN1242,IaaS,azure:activity,MICROSOFT.COMPUTE/VIRTUALMACHINES/WRITE,DC0076,Instance Creation
AN1243,Linux,auditd:SYSCALL,"Execution of insmod, modprobe, or rmmod commands by non-standard users or outside expected timeframes",DC0064,Command Execution
AN1243,Linux,auditd:SYSCALL,Access or modification to /lib/modules or creation of .ko files,DC0039,File Creation
AN1243,Linux,linux:osquery,New or modified kernel object files (.ko) within /lib/modules directory,DC0061,File Modification
AN1244,macOS,macos:osquery,"Processes executing kextload, spctl, or modifying kernel extension directories",DC0032,Process Creation
AN1244,macOS,macos:osquery,New kext entries not signed by Apple or outside standard identifier prefix,DC0031,Kernel Module Load
AN1244,macOS,macos:osquery,Modifications to /var/db/SystemPolicyConfiguration/KextPolicy or kext_policy table,DC0061,File Modification
AN1244,macOS,macos:unifiedlog,kextload execution from Terminal or suspicious paths,DC0064,Command Execution
AN1245,Windows,WinEventLog:PowerShell,Execution of PowerShell without -NoProfile flag,DC0064,Command Execution
AN1245,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1245,Windows,WinEventLog:Sysmon,EventCode=2,DC0061,File Modification
AN1245,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1246,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1246,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1246,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1247,Linux,auditd:EXECVE,Process execution of update-ca-certificates or openssl with suspicious arguments,DC0064,Command Execution
AN1247,Linux,auditd:SYSCALL,"chmod, chown, setxattr, or file writes to /etc/ssl/* or /usr/local/share/ca-certificates/*",DC0059,File Metadata
AN1248,macOS,macos:osquery,Unsigned or ad-hoc signed process executions in user contexts,DC0032,Process Creation
AN1248,macOS,macos:unifiedlog,New certificate trust settings added by unexpected process,DC0059,File Metadata
AN1248,macOS,macos:unifiedlog,xattr -d com.apple.quarantine or similar removal commands,DC0064,Command Execution
AN1249,Network Devices,NSM:Flow,High-volume or repeated SNMP GETBULK/GETNEXT queries from untrusted or external IPs,DC0082,Network Connection Creation
AN1249,Network Devices,networkdevice:audit,"SNMP configuration changes, such as enabling read/write access or modifying community strings",DC0061,File Modification
AN1249,Network Devices,networkdevice:syslog,"Authentication failures, unexpected community string usage, or unauthorized SNMPv1/v2 requests",DC0085,Network Traffic Content
AN1250,Linux,NSM:Connections,simultaneous or anomalous logon sessions across multiple systems,DC0067,Logon Session Creation
AN1250,Linux,auditd:SYSCALL,"open, write",DC0061,File Modification
AN1250,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1251,macOS,macos:osquery,write,DC0061,File Modification
AN1251,macOS,macos:unifiedlog,authentication plugin load or modification events,DC0067,Logon Session Creation
AN1252,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1252,Windows,WinEventLog:PowerShell,"EventCode=400, 403",DC0034,Process Metadata
AN1252,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1252,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1253,Windows,ETW:ProcThread,"api_call: CreateProcessWithTokenW, CreateProcessAsUserW",DC0021,OS API Execution
AN1253,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN1253,Windows,WinEventLog:Security,"EventCode=4672, 4634",DC0088,Logon Session Metadata
AN1253,Windows,WinEventLog:Security,EventCode=5136,DC0066,Active Directory Object Modification
AN1253,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1254,Windows,NSM:Flow,"ICMP/UDP traffic (Wireshark, Suricata, Zeek)",DC0085,Network Traffic Content
AN1254,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1255,Linux,NSM:Flow,"icmp.log, weird.log",DC0085,Network Traffic Content
AN1255,Linux,auditd:SYSCALL,sendto/connect,DC0082,Network Connection Creation
AN1256,macOS,NSM:Flow,"ICMP/UDP monitoring (tcpdump, Wireshark, Zeek)",DC0085,Network Traffic Content
AN1256,macOS,macos:unifiedlog,com.apple.network,DC0078,Network Traffic Flow
AN1257,ESXi,esxi:vmkernel,VMCI syslog entries,DC0085,Network Traffic Content
AN1258,Network Devices,NSM:Firewall,ICMP/UDP protocol anomaly,DC0085,Network Traffic Content
AN1258,Network Devices,NSM:Flow,"conn.log, icmp.log",DC0078,Network Traffic Flow
AN1259,Windows,WinEventLog:Security,EventCode=5136,DC0066,Active Directory Object Modification
AN1259,Windows,WinEventLog:Security,EventCode=4704,DC0010,User Account Modification
AN1259,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1260,Identity Provider,azure:signinlogs,OperationName=SetDomainAuthentication OR Update-MsolFederatedDomain,DC0064,Command Execution
AN1260,Identity Provider,m365:unified,Set federation settings on domain|Set domain authentication|Add federated identity provider,DC0038,Application Log Content
AN1261,Containers,NSM:Flow,outbound connections from host during or immediately after image build,DC0082,Network Connection Creation
AN1261,Containers,docker:daemon,docker build or POST /build API request,DC0015,Image Creation
AN1262,Windows,WinEventLog:Security,EventCode=4625,DC0002,User Account Authentication
AN1263,Linux,linux:syslog,SSH failed login,DC0002,User Account Authentication
AN1264,macOS,macos:unifiedlog,Login failure / authorization denied,DC0002,User Account Authentication
AN1265,Identity Provider,azure:signinlogs,status = failure,DC0002,User Account Authentication
AN1266,SaaS,saas-app:auth,login_failure,DC0002,User Account Authentication
AN1267,Network Devices,networkdevice:syslog,"AAA, RADIUS, or TACACS authentication",DC0002,User Account Authentication
AN1268,Containers,kubernetes:apiserver,authentication.k8s.io/v1beta1,DC0002,User Account Authentication
AN1269,Office Suite,m365:exchange,Logon failure,DC0002,User Account Authentication
AN1270,IaaS,AWS:CloudTrail,eventName=ConsoleLogin | eventType=AwsConsoleSignIn,DC0002,User Account Authentication
AN1271,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0061,File Modification
AN1271,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN1271,Windows,etw:Microsoft-Windows-Kernel-Storage,Raw disk I/O operations bypassing NTFS APIs,DC0004,Firmware Modification
AN1272,Linux,auditd:SYSCALL,mount or losetup commands creating hidden or encrypted FS,DC0061,File Modification
AN1272,Linux,linux:syslog,Sudo or root escalation followed by filesystem mount commands,DC0064,Command Execution
AN1273,macOS,macos:unifiedlog,Execution of diskutil or hdiutil attaching hidden partitions,DC0032,Process Creation
AN1273,macOS,macos:unifiedlog,Hidden volume attachment or modification events,DC0061,File Modification
AN1274,Windows,NSM:Flow,Unusual responses to LLMNR (UDP 5355) or NBT-NS (UDP 137) queries from unauthorized hosts,DC0085,Network Traffic Content
AN1274,Windows,NSM:Flow,Abnormal SMB authentication attempts correlated with poisoned LLMNR/NBT-NS sessions,DC0078,Network Traffic Flow
AN1274,Windows,WinEventLog:Security,EventCode=4697,DC0060,Service Creation
AN1274,Windows,WinEventLog:Security,Registry key modification HKLM\Software\Policies\Microsoft\Windows NT\DNSClient\EnableMulticast,DC0063,Windows Registry Key Modification
AN1275,Windows,WinEventLog:Security,"EventCode=4776, 4625",DC0002,User Account Authentication
AN1276,Linux,auditd:USER_LOGIN,USER_AUTH,DC0002,User Account Authentication
AN1277,Identity Provider,azure:signinlogs,Sign-in logs,DC0002,User Account Authentication
AN1278,macOS,macos:unifiedlog,auth,DC0002,User Account Authentication
AN1279,SaaS,m365:unified,Sign-in logs,DC0002,User Account Authentication
AN1280,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1280,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1281,Linux,auditd:EXECVE,execve,DC0032,Process Creation
AN1281,Linux,auditd:PATH,file read,DC0055,File Access
AN1282,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN1283,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN1284,Linux,auditd:USER_LOGIN,USER_LOGIN,DC0088,Logon Session Metadata
AN1285,Identity Provider,AWS:CloudTrail,ConsoleLogin or AssumeRole,DC0002,User Account Authentication
AN1286,ESXi,esxi:auth,/var/log/auth.log,DC0002,User Account Authentication
AN1287,Network Devices,networkdevice:syslog,authentication logs,DC0002,User Account Authentication
AN1288,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1288,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN1288,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1288,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1288,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1289,Windows,EDR:memory,MemoryWriteToExecutable,DC0021,OS API Execution
AN1289,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1289,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN1289,Windows,WinEventLog:Sysmon,EventCode=8,DC0020,Process Modification
AN1290,Windows,NSM:Flow,DHCP OFFER or ACK with unauthorized DNS/gateway parameters,DC0085,Network Traffic Content
AN1290,Windows,WinEventLog:System,"EventCode=1341, 1342, 1020, 1063",DC0038,Application Log Content
AN1291,Linux,NSM:Flow,Gratuitous or duplicate DHCP OFFER packets from non-legitimate servers,DC0078,Network Traffic Flow
AN1291,Linux,linux:syslog,suspicious DHCP lease assignment with unexpected DNS or gateway,DC0038,Application Log Content
AN1292,macOS,NSM:Flow,Multiple DHCP OFFER responses for a single DISCOVER,DC0085,Network Traffic Content
AN1292,macOS,macos:unifiedlog,new DHCP configuration with anomalous DNS or router values,DC0038,Application Log Content
AN1293,Network Devices,firmware:runtime,Debug or memory access commands indicating attempts to alter OS instructions in memory,DC0004,Firmware Modification
AN1293,Network Devices,networkdevice:cli,"Execution of privileged commands such as 'copy tftp flash', 'boot system', or 'debug memory'",DC0064,Command Execution
AN1293,Network Devices,networkdevice:config,"Configuration changes to startup image paths, boot loader parameters, or debug flags",DC0061,File Modification
AN1294,Windows,NSM:Flow,SSL/TLS Handshake Analysis,DC0085,Network Traffic Content
AN1294,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN1295,Linux,NSM:Flow,Network Capture TLS/HTTP,DC0085,Network Traffic Content
AN1295,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN1296,macOS,NSM:Content,HTTP Header Metadata,DC0085,Network Traffic Content
AN1296,macOS,macos:osquery,Process Execution + Hash,DC0034,Process Metadata
AN1296,macOS,macos:unifiedlog,Outbound Traffic,DC0082,Network Connection Creation
AN1297,ESXi,NSM:Content,TLS Fingerprint and Certificate Analysis,DC0085,Network Traffic Content
AN1297,ESXi,esxi:hostd,Service-Based Network Connection,DC0082,Network Connection Creation
AN1298,Windows,WinEventLog:Security,EventCode=5145,DC0102,Network Share Access
AN1298,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1299,Linux,NSM:Flow,smb_files.log,DC0102,Network Share Access
AN1299,Linux,auditd:SYSCALL,write,DC0061,File Modification
AN1300,macOS,fs:fsevents,Directory events (kFSEventStreamEventFlagItemCreated),DC0039,File Creation
AN1300,macOS,macos:unifiedlog,file writes,DC0061,File Modification
AN1301,SaaS,gcp:workspaceaudit,drive.activity logs,DC0039,File Creation
AN1301,SaaS,m365:unified,"FileUploaded, FileAccessed",DC0102,Network Share Access
AN1302,Office Suite,m365:defender,OfficeTelemetry or DLP,DC0061,File Modification
AN1303,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN1303,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN1303,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN1304,Containers,auditd:SYSCALL,execve,DC0032,Process Creation
AN1304,Containers,kubernetes:audit,create,DC0019,Pod Creation
AN1304,Containers,kubernetes:audit,create,DC0060,Service Creation
AN1304,Containers,systemd:unit,container run with restart policy set to 'always' or 'unless-stopped',DC0072,Container Creation
AN1305,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN1305,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN1305,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
